emp_no,first_name,last_name,title,to_date,dept_no,dept_name
17141,Ingmar,Kadhim,Senior Engineer,9999-01-01,d005,Development
17159,Quingbo,Mitchem,Senior Engineer,9999-01-01,d005,Development
17160,Shay,Montemayor,Senior Engineer,9999-01-01,d004,Production
17172,Conrado,Riexinger,Senior Engineer,9999-01-01,d005,Development
17179,Kellyn,Angel,Engineer,9999-01-01,d005,Development
17214,Danel,Angelov,Technique Leader,9999-01-01,d005,Development
17243,Ishfaq,Demke,Staff,9999-01-01,d001,Marketing
17245,Neven,Milicia,Staff,9999-01-01,d007,Sales
17276,Sorina,Range,Staff,9999-01-01,d008,Research
17285,Mario,Weiland,Senior Staff,9999-01-01,d002,Finance
17316,Krassimir,Zolotykh,Engineer,9999-01-01,d004,Production
17327,Yongmin,Gihr,Senior Staff,9999-01-01,d001,Marketing
17329,Shaunak,Tyugu,Senior Engineer,9999-01-01,d005,Development
17391,Selwyn,Pews,Senior Engineer,9999-01-01,d008,Research
17412,Leni,Vilarrasa,Staff,9999-01-01,d009,Customer Service
17423,Adly,Demir,Technique Leader,9999-01-01,d005,Development
17440,Hugh,Rosch,Senior Staff,9999-01-01,d007,Sales
17457,Chaoyi,Skrikant,Senior Engineer,9999-01-01,d005,Development
17463,Tremaine,Lamparter,Senior Staff,9999-01-01,d003,Human Resources
17472,Murthy,Verhoeff,Senior Staff,9999-01-01,d001,Marketing
17482,Basant,Bottner,Staff,9999-01-01,d007,Sales
17497,Adin,Bahi,Senior Engineer,9999-01-01,d004,Production
17520,Shahab,Keohane,Senior Engineer,9999-01-01,d005,Development
17544,Kien,Marletta,Senior Engineer,9999-01-01,d004,Production
17555,Pranay,Sessa,Senior Engineer,9999-01-01,d006,Quality Management
17562,Kristof,Iacovou,Senior Engineer,9999-01-01,d005,Development
17576,Behnaam,Krybus,Senior Engineer,9999-01-01,d006,Quality Management
17593,Shigehito,Cherinka,Senior Engineer,9999-01-01,d006,Quality Management
17629,Mostafa,Winter,Senior Staff,9999-01-01,d007,Sales
17647,Vasilis,Swab,Senior Staff,9999-01-01,d007,Sales
17674,Adib,Braccini,Senior Engineer,9999-01-01,d005,Development
17696,Feiyu,Kusalik,Senior Engineer,9999-01-01,d004,Production
17705,Toshimo,Mellouli,Technique Leader,9999-01-01,d004,Production
17751,Mrinalini,Saoudi,Senior Engineer,9999-01-01,d006,Quality Management
17791,Matt,Stifter,Senior Staff,9999-01-01,d007,Sales
17807,Jianhua,Glowinski,Senior Engineer,9999-01-01,d004,Production
17816,Toshimo,Kenevan,Senior Engineer,9999-01-01,d004,Production
17829,Przemyslawa,Whittlesey,Staff,9999-01-01,d007,Sales
17841,Hilary,Ramaiah,Senior Engineer,9999-01-01,d004,Production
17900,Sakthirel,Belinskaya,Senior Engineer,9999-01-01,d005,Development
17956,Ebru,Zobel,Senior Engineer,9999-01-01,d004,Production
17964,Yongqiao,Pintelas,Technique Leader,9999-01-01,d006,Quality Management
17995,Oldrich,Vickson,Senior Staff,9999-01-01,d009,Customer Service
18018,Sasan,Schrooten,Senior Staff,9999-01-01,d007,Sales
18020,Adhemar,Pelz,Senior Staff,9999-01-01,d008,Research
18022,Maha,Esposito,Senior Engineer,9999-01-01,d005,Development
18040,Franziska,Nitsche,Senior Staff,9999-01-01,d007,Sales
18106,Gudjon,Axelband,Senior Engineer,9999-01-01,d004,Production
18108,Sanjai,Genin,Staff,9999-01-01,d007,Sales
18113,Kish,Hainaut,Senior Engineer,9999-01-01,d005,Development
18115,Georg,Krzyzanowski,Senior Engineer,9999-01-01,d005,Development
18124,Prodip,Kropf,Senior Engineer,9999-01-01,d004,Production
18186,Aria,Schaap,Senior Staff,9999-01-01,d003,Human Resources
18191,Kazuhira,Christianini,Staff,9999-01-01,d003,Human Resources
18217,Candida,Sethi,Senior Engineer,9999-01-01,d005,Development
18239,Giordano,Conde,Senior Staff,9999-01-01,d008,Research
18283,Felicidad,Steinauer,Senior Staff,9999-01-01,d009,Customer Service
18290,Sigeru,Puppe,Senior Engineer,9999-01-01,d005,Development
18318,Parke,Cairo,Senior Staff,9999-01-01,d007,Sales
18333,Munehiro,Plesums,Engineer,9999-01-01,d004,Production
18339,Anneli,Barvinok,Assistant Engineer,9999-01-01,d005,Development
18376,Wayne,Stranks,Engineer,9999-01-01,d004,Production
18390,Jingling,Merel,Engineer,9999-01-01,d005,Development
18402,Bernice,Ritzmann,Senior Staff,9999-01-01,d009,Customer Service
18418,Cheong,Vickson,Engineer,9999-01-01,d006,Quality Management
18443,Florina,Swick,Senior Staff,9999-01-01,d007,Sales
18503,Mechthild,Marletta,Senior Engineer,9999-01-01,d004,Production
18535,Pasqua,Gelosh,Senior Engineer,9999-01-01,d005,Development
18536,Hailing,Crelier,Senior Engineer,9999-01-01,d005,Development
18537,Juichirou,Kulisch,Senior Staff,9999-01-01,d003,Human Resources
18579,Make,Thorelli,Senior Staff,9999-01-01,d008,Research
18621,Spyrose,Koblick,Senior Engineer,9999-01-01,d004,Production
18627,Prodip,Brizzi,Senior Engineer,9999-01-01,d006,Quality Management
18628,Srinidhi,Mahmud,Senior Staff,9999-01-01,d007,Sales
18656,Arvind,Iivonen,Senior Engineer,9999-01-01,d004,Production
18666,Hitofumi,Baja,Senior Staff,9999-01-01,d008,Research
18691,Vasilis,Besancenot,Senior Engineer,9999-01-01,d005,Development
18692,Mona,Camurati,Senior Engineer,9999-01-01,d004,Production
18715,Sugwoo,Dechter,Senior Engineer,9999-01-01,d005,Development
18728,Tzvetan,Luft,Senior Engineer,9999-01-01,d005,Development
18744,Feipei,Bugrara,Senior Staff,9999-01-01,d002,Finance
18802,Kwee,Rajaraman,Engineer,9999-01-01,d004,Production
18809,Laurentiu,Munoz,Senior Staff,9999-01-01,d007,Sales
18811,Cheong,Oxenboll,Senior Staff,9999-01-01,d008,Research
18812,Uriel,Lueh,Senior Staff,9999-01-01,d007,Sales
18850,Shigeo,Erbe,Senior Engineer,9999-01-01,d005,Development
18881,Heejo,Botman,Staff,9999-01-01,d002,Finance
18886,Ramya,Peek,Senior Staff,9999-01-01,d009,Customer Service
18890,Pasqua,Litecky,Senior Staff,9999-01-01,d003,Human Resources
18905,Seongbae,Baca,Senior Engineer,9999-01-01,d005,Development
18910,Pantung,Peral,Engineer,9999-01-01,d005,Development
18921,Maren,Radwan,Senior Engineer,9999-01-01,d005,Development
18943,Anneli,Rando,Senior Staff,9999-01-01,d001,Marketing
18983,Krister,Jenevein,Senior Engineer,9999-01-01,d004,Production
19035,Fuqing,Bellone,Senior Engineer,9999-01-01,d009,Customer Service
19037,Lucien,Bernardeschi,Senior Engineer,9999-01-01,d006,Quality Management
19042,Rosita,Levergood,Senior Engineer,9999-01-01,d004,Production
19048,Nikolaus,Radhakrishnan,Senior Staff,9999-01-01,d007,Sales
19049,Breannda,Picht,Senior Staff,9999-01-01,d003,Human Resources
19051,Marek,Cappello,Technique Leader,9999-01-01,d005,Development
19073,Sajjan,Trelles,Staff,9999-01-01,d007,Sales
19091,Xiaocheng,Sommen,Senior Engineer,9999-01-01,d004,Production
19114,Jayson,Pietracaprina,Senior Staff,9999-01-01,d002,Finance
19132,Nikolaus,Litvinov,Staff,9999-01-01,d008,Research
19134,Seongbin,Bakhtari,Senior Staff,9999-01-01,d007,Sales
19145,Zorica,Marrevee,Technique Leader,9999-01-01,d005,Development
19153,Subbu,Zedlitz,Senior Staff,9999-01-01,d007,Sales
19174,Zorica,Schaap,Engineer,9999-01-01,d005,Development
19192,Yinlin,Schusler,Senior Engineer,9999-01-01,d005,Development
19225,Roselyn,Openshaw,Senior Staff,9999-01-01,d001,Marketing
19332,Changho,Khamsi,Senior Engineer,9999-01-01,d006,Quality Management
19345,Tsuneo,Kobara,Senior Staff,9999-01-01,d008,Research
19353,Mayumi,Schaar,Senior Engineer,9999-01-01,d005,Development
19359,Fumiya,Jervis,Engineer,9999-01-01,d005,Development
19467,Mitchel,Ecklund,Senior Staff,9999-01-01,d009,Customer Service
19470,Patricio,Luiz,Senior Engineer,9999-01-01,d005,Development
19483,Remmert,Dulay,Senior Staff,9999-01-01,d008,Research
19515,Keiichiro,Gurbaxani,Senior Engineer,9999-01-01,d005,Development
19518,Genta,Vieri,Staff,9999-01-01,d002,Finance
19546,Kwan,Penz,Engineer,9999-01-01,d004,Production
19586,Hirochika,Minakawa,Senior Engineer,9999-01-01,d005,Development
19617,Mircea,Landherr,Engineer,9999-01-01,d004,Production
19633,Tayeb,Nourani,Senior Engineer,9999-01-01,d005,Development
19665,Khalid,Zielinski,Technique Leader,9999-01-01,d005,Development
19668,Goa,Kolinko,Staff,9999-01-01,d007,Sales
19675,Isamu,Herath,Senior Staff,9999-01-01,d007,Sales
19680,Vojin,Horswill,Technique Leader,9999-01-01,d005,Development
19701,Satosi,Raczkowsky,Engineer,9999-01-01,d004,Production
19702,Akemi,Pettey,Senior Staff,9999-01-01,d002,Finance
19708,Ortrud,Biros,Staff,9999-01-01,d007,Sales
19719,Brendon,Shokrollahi,Senior Staff,9999-01-01,d009,Customer Service
19731,Moriyoshi,Hempstead,Senior Engineer,9999-01-01,d006,Quality Management
19741,Alexius,Bauknecht,Senior Engineer,9999-01-01,d005,Development
19755,Stabislas,Angelopoulos,Engineer,9999-01-01,d005,Development
19771,Aral,Katalagarianos,Staff,9999-01-01,d002,Finance
19796,Marjo,Peral,Engineer,9999-01-01,d004,Production
19801,Xiaopeng,Solovay,Senior Staff,9999-01-01,d009,Customer Service
19841,Adil,Straney,Staff,9999-01-01,d007,Sales
19843,Mohamadou,Peir,Staff,9999-01-01,d001,Marketing
19875,Van,Zongker,Engineer,9999-01-01,d006,Quality Management
19909,Ronnie,Linares,Senior Staff,9999-01-01,d002,Finance
19911,Siamak,Fabrizio,Senior Staff,9999-01-01,d007,Sales
19927,Siamak,Terlouw,Staff,9999-01-01,d009,Customer Service
19950,Jaroslava,Kusakari,Senior Engineer,9999-01-01,d005,Development
19975,Mabry,Geffroy,Senior Engineer,9999-01-01,d004,Production
19979,Nahum,Schwartzbauer,Senior Staff,9999-01-01,d007,Sales
19982,Khatoun,Baba,Senior Engineer,9999-01-01,d006,Quality Management
19989,Ung,Androutsos,Technique Leader,9999-01-01,d004,Production
19991,Ziva,Desikan,Senior Engineer,9999-01-01,d004,Production
20013,Jaewoo,Lanphier,Senior Engineer,9999-01-01,d005,Development
20022,Felicidad,Bellone,Engineer,9999-01-01,d005,Development
20039,Udo,Harbusch,Senior Staff,9999-01-01,d002,Finance
20041,Chikara,Lienhardt,Senior Staff,9999-01-01,d009,Customer Service
20043,Chikara,Adachi,Senior Engineer,9999-01-01,d005,Development
20059,Pranay,Panwar,Technique Leader,9999-01-01,d005,Development
20071,Jaideep,Puoti,Engineer,9999-01-01,d004,Production
20107,Jinya,Tyugu,Senior Engineer,9999-01-01,d006,Quality Management
20126,Tayeb,Langford,Staff,9999-01-01,d007,Sales
20135,Ipke,Akazan,Engineer,9999-01-01,d009,Customer Service
20139,Steen,Riefers,Engineer,9999-01-01,d005,Development
20140,Georgy,Pews,Engineer,9999-01-01,d004,Production
20171,Kazuhira,Murtha,Senior Engineer,9999-01-01,d004,Production
20201,Navin,Miyakawa,Engineer,9999-01-01,d004,Production
20223,Kwun,Gelosh,Senior Staff,9999-01-01,d002,Finance
20322,Shmuel,Porotnikoff,Senior Staff,9999-01-01,d003,Human Resources
20325,Katsuyuki,England,Senior Staff,9999-01-01,d007,Sales
20335,Christ,Stavenow,Staff,9999-01-01,d007,Sales
20339,Masami,Jumpertz,Senior Engineer,9999-01-01,d005,Development
20341,Margo,Pfau,Engineer,9999-01-01,d005,Development
20368,Denis,Samarati,Senior Staff,9999-01-01,d009,Customer Service
20382,Alois,Marrakchi,Senior Engineer,9999-01-01,d006,Quality Management
20392,Terresa,Sidje,Senior Engineer,9999-01-01,d005,Development
20401,Gennadi,Schoegge,Staff,9999-01-01,d003,Human Resources
20402,Szabolcs,Shrader,Senior Engineer,9999-01-01,d004,Production
20407,Pranas,Genther,Senior Engineer,9999-01-01,d004,Production
20417,Tzvetan,Pell,Engineer,9999-01-01,d005,Development
20435,Oguz,Homond,Senior Staff,9999-01-01,d007,Sales
20441,Goh,Sudbeck,Senior Engineer,9999-01-01,d004,Production
20444,Alair,Henseler,Staff,9999-01-01,d002,Finance
20450,Abdelwaheb,Binkley,Senior Engineer,9999-01-01,d005,Development
20478,Oksana,Kruskal,Senior Staff,9999-01-01,d001,Marketing
20490,Soenke,Douceur,Senior Staff,9999-01-01,d005,Development
20498,Suvo,Gini,Senior Engineer,9999-01-01,d005,Development
20528,Dines,Bednarek,Senior Staff,9999-01-01,d008,Research
20530,Nevio,Katiyar,Senior Engineer,9999-01-01,d005,Development
20534,Rosita,Kalloufi,Senior Staff,9999-01-01,d007,Sales
20535,Arne,Nishimukai,Senior Engineer,9999-01-01,d006,Quality Management
20550,Koichi,Kabayashi,Technique Leader,9999-01-01,d005,Development
20556,Paris,Keohane,Senior Engineer,9999-01-01,d005,Development
20558,Toong,Panangaden,Senior Staff,9999-01-01,d003,Human Resources
20573,Wanqing,Leivant,Senior Staff,9999-01-01,d001,Marketing
20602,Martins,Dratva,Engineer,9999-01-01,d004,Production
20621,Arumugam,Navazio,Senior Staff,9999-01-01,d007,Sales
20636,Hsiangchu,Collavizza,Senior Staff,9999-01-01,d002,Finance
20657,Kazuhiko,Kossowski,Staff,9999-01-01,d002,Finance
20666,Shushma,Linares,Senior Engineer,9999-01-01,d005,Development
20674,Maria,Avouris,Senior Staff,9999-01-01,d001,Marketing
20684,Randy,Lanphier,Staff,9999-01-01,d008,Research
20686,Masasuke,Dahlbom,Senior Engineer,9999-01-01,d009,Customer Service
20689,Yishay,Schoegge,Senior Engineer,9999-01-01,d006,Quality Management
20716,Nikolaos,Basart,Staff,9999-01-01,d003,Human Resources
20721,Tru,Iisaku,Staff,9999-01-01,d007,Sales
20725,Yuichiro,Taubman,Senior Engineer,9999-01-01,d005,Development
20743,Van,Boudaillier,Senior Engineer,9999-01-01,d004,Production
20751,Nitsan,Zyda,Senior Staff,9999-01-01,d001,Marketing
20765,Steve,Viele,Senior Staff,9999-01-01,d007,Sales
20766,Chenyi,Conry,Senior Engineer,9999-01-01,d006,Quality Management
20794,Shaz,Rathonyi,Senior Engineer,9999-01-01,d004,Production
20805,Sudharsan,Yoshimura,Engineer,9999-01-01,d005,Development
20813,Srinidhi,Sinicrope,Senior Staff,9999-01-01,d007,Sales
20820,Otilia,DeMori,Senior Engineer,9999-01-01,d004,Production
20828,Brewster,Sewelson,Senior Staff,9999-01-01,d003,Human Resources
20841,Shao,Conia,Senior Engineer,9999-01-01,d006,Quality Management
20868,Dulce,Syrzycki,Senior Engineer,9999-01-01,d004,Production
20883,Dipankar,Kleiser,Staff,9999-01-01,d001,Marketing
20903,Yagil,Kemmerer,Senior Engineer,9999-01-01,d005,Development
20914,Udi,Brizzi,Senior Engineer,9999-01-01,d005,Development
20930,Shim,Menhardt,Senior Engineer,9999-01-01,d004,Production
21044,Mack,Rajala,Senior Engineer,9999-01-01,d004,Production
21084,Srinidhi,Belinskaya,Senior Engineer,9999-01-01,d004,Production
21112,Kazuhiko,Suermann,Engineer,9999-01-01,d005,Development
21131,Zvonko,Matzen,Senior Engineer,9999-01-01,d004,Production
21192,Sajjad,Krohm,Senior Engineer,9999-01-01,d005,Development
21215,Baoqiu,Sessa,Engineer,9999-01-01,d005,Development
21275,Waiman,Suppi,Senior Staff,9999-01-01,d003,Human Resources
21337,Yefim,Francisci,Engineer,9999-01-01,d006,Quality Management
21338,Hitofumi,Besselaar,Engineer,9999-01-01,d005,Development
21389,Bouchung,Frezza,Senior Staff,9999-01-01,d003,Human Resources
21402,Guadalupe,Gecsei,Senior Engineer,9999-01-01,d005,Development
21420,Xiaopeng,Rothe,Senior Engineer,9999-01-01,d005,Development
21422,Goo,Rattan,Technique Leader,9999-01-01,d005,Development
21457,Jeong,Ressouche,Senior Engineer,9999-01-01,d004,Production
21470,Kousuke,Botman,Senior Staff,9999-01-01,d003,Human Resources
21472,Yuichiro,Halloran,Engineer,9999-01-01,d004,Production
21479,Jeane,Kuszyk,Senior Engineer,9999-01-01,d006,Quality Management
21491,Goo,Erva,Engineer,9999-01-01,d004,Production
21512,Pohua,Gornas,Engineer,9999-01-01,d004,Production
21518,Minghong,Slaats,Senior Staff,9999-01-01,d009,Customer Service
21528,Kristin,Adachi,Senior Staff,9999-01-01,d002,Finance
21552,Khoa,Masaki,Staff,9999-01-01,d007,Sales
21580,Debatosh,Morton,Engineer,9999-01-01,d005,Development
21607,Jeane,Pleszkun,Senior Engineer,9999-01-01,d004,Production
21615,Shirish,Morrey,Technique Leader,9999-01-01,d004,Production
21636,Munir,Erde,Senior Staff,9999-01-01,d009,Customer Service
21642,Shaz,Erman,Senior Engineer,9999-01-01,d005,Development
21669,Morrie,Servieres,Senior Staff,9999-01-01,d007,Sales
21674,Kannan,Naumovich,Technique Leader,9999-01-01,d005,Development
21675,Vishu,Genin,Engineer,9999-01-01,d004,Production
21704,Xiaobin,Chorvat,Engineer,9999-01-01,d004,Production
21713,Guther,Boreale,Senior Staff,9999-01-01,d002,Finance
21728,Terresa,Dalton,Engineer,9999-01-01,d005,Development
21730,Shaowen,Laventhal,Engineer,9999-01-01,d005,Development
21732,Goa,Hanabata,Senior Engineer,9999-01-01,d005,Development
21741,Muneo,Raoux,Senior Engineer,9999-01-01,d004,Production
21758,Susumu,Picht,Senior Staff,9999-01-01,d007,Sales
21832,Suzette,Vecchio,Senior Staff,9999-01-01,d002,Finance
21858,Macha,Dichev,Engineer,9999-01-01,d004,Production
21869,Eberhardt,Krone,Senior Staff,9999-01-01,d001,Marketing
21886,Ekawit,DiGiano,Senior Engineer,9999-01-01,d005,Development
21890,Kamakshi,Uhrik,Senior Engineer,9999-01-01,d005,Development
21893,Erez,Belinskaya,Staff,9999-01-01,d008,Research
21894,Marke,Yemenis,Senior Staff,9999-01-01,d008,Research
21906,Kirk,Uhrik,Senior Engineer,9999-01-01,d004,Production
21934,Hercules,Kroft,Senior Staff,9999-01-01,d007,Sales
22024,Weidon,Flexer,Senior Engineer,9999-01-01,d005,Development
22063,Van,Kusalik,Assistant Engineer,9999-01-01,d004,Production
22072,Kasturi,Pettit,Senior Engineer,9999-01-01,d005,Development
22081,Constantine,Baar,Senior Engineer,9999-01-01,d004,Production
22097,Arunas,Dulin,Senior Engineer,9999-01-01,d004,Production
22106,Uriel,Halevi,Engineer,9999-01-01,d006,Quality Management
22108,Nevio,Zweizig,Senior Engineer,9999-01-01,d004,Production
22111,Rasiah,Felcyn,Senior Staff,9999-01-01,d007,Sales
22121,Saeed,Pfau,Staff,9999-01-01,d008,Research
22135,Guiseppe,Nyrup,Staff,9999-01-01,d001,Marketing
22146,Volkmar,Suermann,Technique Leader,9999-01-01,d006,Quality Management
22154,Yuguang,Cangellaris,Engineer,9999-01-01,d004,Production
22171,Jaideep,Crooks,Staff,9999-01-01,d009,Customer Service
22216,Thodoros,Cooley,Assistant Engineer,9999-01-01,d006,Quality Management
22222,Isamu,Asrin,Technique Leader,9999-01-01,d005,Development
22228,Mountaz,Gladwell,Engineer,9999-01-01,d004,Production
22276,Tonny,Lorho,Senior Engineer,9999-01-01,d005,Development
22280,Mahendra,Pollacia,Senior Engineer,9999-01-01,d005,Development
22296,Leni,Petersohn,Staff,9999-01-01,d007,Sales
22304,Genki,Serdy,Senior Engineer,9999-01-01,d006,Quality Management
22328,Tonny,Stroustrup,Technique Leader,9999-01-01,d004,Production
22331,Gad,Sudkamp,Senior Engineer,9999-01-01,d004,Production
22344,Uzi,Mateescu,Senior Staff,9999-01-01,d003,Human Resources
22352,Zorica,Verhoeff,Assistant Engineer,9999-01-01,d005,Development
22355,Naftali,Jiafu,Senior Staff,9999-01-01,d007,Sales
22372,Mitchel,Bugrara,Senior Engineer,9999-01-01,d005,Development
22374,Soenke,Klassen,Senior Staff,9999-01-01,d007,Sales
22378,Tooru,Shumilov,Staff,9999-01-01,d008,Research
22394,Katsuo,Ladret,Engineer,9999-01-01,d008,Research
22416,Feiyu,Syrotiuk,Senior Staff,9999-01-01,d003,Human Resources
22432,Raimond,Sichman,Staff,9999-01-01,d007,Sales
22561,Gritta,Sevcikova,Senior Staff,9999-01-01,d001,Marketing
22583,Howell,Thorelli,Technique Leader,9999-01-01,d004,Production
22585,Shirish,Sidje,Staff,9999-01-01,d001,Marketing
22598,Kwun,Basawa,Senior Engineer,9999-01-01,d004,Production
22601,Shigenori,Staelin,Senior Staff,9999-01-01,d003,Human Resources
22608,Douadi,Erie,Technique Leader,9999-01-01,d006,Quality Management
22614,Dung,Madeira,Senior Engineer,9999-01-01,d005,Development
22616,Jianwen,Suwa,Senior Staff,9999-01-01,d001,Marketing
22617,Uli,Tibblin,Senior Engineer,9999-01-01,d004,Production
22623,Tommaso,Champarnaud,Senior Engineer,9999-01-01,d009,Customer Service
22625,Weicheng,Pleszkun,Senior Engineer,9999-01-01,d004,Production
22649,Reuven,Driscoll,Senior Engineer,9999-01-01,d005,Development
22682,Kristina,Ananiadou,Senior Engineer,9999-01-01,d005,Development
22683,Tonny,Angiulli,Senior Engineer,9999-01-01,d006,Quality Management
22689,Salvador,Maginnis,Engineer,9999-01-01,d005,Development
22716,Sreekrishna,Waymire,Engineer,9999-01-01,d005,Development
22718,Teiji,Senzako,Staff,9999-01-01,d009,Customer Service
22720,Olivera,Gornas,Senior Staff,9999-01-01,d007,Sales
22765,Xuejun,Rusmann,Engineer,9999-01-01,d005,Development
22770,Peternela,Lund,Staff,9999-01-01,d002,Finance
22788,Prasadram,Plumb,Senior Staff,9999-01-01,d009,Customer Service
22798,Bingning,Decaestecker,Senior Staff,9999-01-01,d007,Sales
22843,Kwangyoen,Perna,Senior Staff,9999-01-01,d007,Sales
22855,Shalesh,Thimonier,Technique Leader,9999-01-01,d005,Development
22863,Petter,Denna,Staff,9999-01-01,d007,Sales
22871,Kitty,Heijenga,Staff,9999-01-01,d007,Sales
22873,Ebbe,Ashish,Senior Staff,9999-01-01,d007,Sales
22885,Odysseas,Zastre,Senior Engineer,9999-01-01,d005,Development
22908,Eran,Bratsberg,Staff,9999-01-01,d002,Finance
